transaction_id,player_id,transaction_date,transaction_type,amount,payment_method,notes
101,100016.0,2026-03-24,deposit,394.88,Bank Transfer,
102,100016.0,2026-03-27,deposit,401.4,Bank Transfer,
103,100017.0,2026-01-13,deposit,207.95,Card,
104,100017.0,2026-02-20,deposit,45.6,Bank Transfer,
105,100018.0,2026-01-09,deposit,140.61,Card,
106,100018.0,2026-03-30,deposit,120.1,Crypto,
107,100019.0,2026-01-08,withdrawal,99.42,Crypto,
108,100020.0,2026-03-21,deposit,312.18,Crypto,
109,100020.0,2026-03-28,deposit,119.6,Crypto,
110,100021.0,2026-02-17,deposit,87.95,Crypto,
111,100022.0,2026-03-04,deposit,129.8,Bank Transfer,
112,100024.0,2026-01-13,deposit,50.83,Bank Transfer,
113,100024.0,2026-01-13,withdrawal,32.66,E-Wallet,
114,100024.0,2026-01-29,deposit,41.99,Bank Transfer,
115,100024.0,2026-02-03,deposit,75.62,Crypto,
116,100024.0,2026-03-13,deposit,79.02,E-Wallet,
117,100024.0,2026-03-29,withdrawal,47.98,Crypto,
118,100025.0,2026-02-15,deposit,17.88,Crypto,
119,100026.0,2026-01-08,deposit,135.61,E-Wallet,
120,100026.0,2026-01-08,withdrawal,5.0,Card,
121,100026.0,2026-01-08,withdrawal,5.5,Crypto,
122,100026.0,2026-01-09,deposit,48.81,Bank Transfer,
123,100026.0,2026-01-12,withdrawal,64.51,Card,
124,100026.0,2026-01-17,withdrawal,47.91,Crypto,
125,100026.0,2026-01-20,withdrawal,13.58,Card,
126,100026.0,2026-01-25,withdrawal,28.07,Bank Transfer,
127,100026.0,2026-01-26,deposit,45.62,Card,
128,100026.0,2026-01-30,deposit,111.55,Card,
129,100026.0,2026-02-04,deposit,83.36,Card,
130,100026.0,2026-02-07,deposit,199.43,Card,
131,100026.0,2026-02-09,deposit,14.57,Crypto,
132,100026.0,2026-02-13,deposit,83.22,Crypto,
133,100026.0,2026-02-13,deposit,169.13,Crypto,
134,100026.0,2026-02-19,deposit,188.35,Crypto,
135,100027.0,2026-01-03,deposit,55.12,Bank Transfer,
136,100027.0,2026-01-08,deposit,57.15,E-Wallet,
137,100027.0,2026-01-28,deposit,94.47,Bank Transfer,
138,100028.0,2026-01-01,deposit,291.67,Card,
139,100028.0,2026-01-01,withdrawal,121.79,E-Wallet,
140,100028.0,2026-01-03,deposit,122.47,Crypto,
141,100028.0,2026-01-06,withdrawal,26.1,Card,
142,100028.0,2026-01-09,deposit,1445.61,Bank Transfer,
143,100028.0,2026-01-10,deposit,320.19,E-Wallet,
144,100028.0,2026-01-11,deposit,502.32,Card,
145,100028.0,2026-01-12,deposit,1012.9,Bank Transfer,
146,100028.0,2026-01-14,deposit,77.65,Bank Transfer,
147,100028.0,2026-01-14,withdrawal,280.23,Card,
148,100028.0,2026-01-15,deposit,265.48,Crypto,
149,100028.0,2026-01-15,withdrawal,156.0,Crypto,
150,100028.0,2026-01-17,withdrawal,465.97,Card,
151,100028.0,2026-01-22,withdrawal,110.44,Bank Transfer,
152,100028.0,2026-01-25,deposit,707.0,Crypto,
153,100028.0,2026-01-27,withdrawal,278.75,Card,
154,100028.0,2026-01-30,deposit,258.93,Bank Transfer,
155,100028.0,2026-02-06,deposit,438.85,Bank Transfer,
156,100028.0,2026-02-06,withdrawal,93.67,E-Wallet,
157,100028.0,2026-02-07,deposit,822.13,Card,
158,100028.0,2026-02-11,deposit,157.65,E-Wallet,
159,100028.0,2026-02-11,withdrawal,454.73,Crypto,
160,100028.0,2026-02-17,deposit,174.77,Card,
161,100028.0,2026-02-17,withdrawal,304.37,Crypto,
162,100028.0,2026-02-20,deposit,251.13,Crypto,
163,100028.0,2026-03-08,deposit,236.39,Bank Transfer,
164,100028.0,2026-03-15,deposit,1720.8,Card,
165,100028.0,2026-03-15,withdrawal,545.66,E-Wallet,
166,100028.0,2026-03-16,deposit,569.18,Bank Transfer,
167,100028.0,2026-03-16,deposit,257.54,Bank Transfer,
168,100028.0,2026-03-16,withdrawal,474.37,Crypto,
169,100028.0,2026-03-23,deposit,608.13,E-Wallet,
170,100028.0,2026-03-28,deposit,169.99,Crypto,
171,100028.0,2026-03-28,withdrawal,141.15,E-Wallet,
172,100029.0,2026-01-25,deposit,148.29,Card,
173,100030.0,2026-01-06,deposit,23.97,Bank Transfer,
174,100030.0,2026-01-20,deposit,137.42,Bank Transfer,
175,100030.0,2026-01-31,deposit,123.4,Card,
176,100030.0,2026-01-31,deposit,75.0,Crypto,
177,100030.0,2026-01-31,deposit,37.26,Bank Transfer,
178,100030.0,2026-03-02,deposit,256.82,Crypto,
179,100030.0,2026-03-20,deposit,132.59,E-Wallet,
180,100030.0,2026-03-23,deposit,74.43,Bank Transfer,
181,100031.0,2026-02-28,withdrawal,156.88,Card,
182,100032.0,2026-01-09,withdrawal,61.93,Crypto,
183,100032.0,2026-01-13,withdrawal,32.93,Card,
184,100032.0,2026-01-15,deposit,40.68,E-Wallet,
185,100032.0,2026-01-15,withdrawal,109.71,E-Wallet,
186,100032.0,2026-01-17,withdrawal,77.14,Crypto,
187,100032.0,2026-01-25,deposit,18.48,Bank Transfer,
188,100032.0,2026-02-10,deposit,112.87,E-Wallet,
189,100032.0,2026-02-17,deposit,93.76,E-Wallet,
190,100032.0,2026-02-17,withdrawal,89.67,Crypto,
191,100033.0,2026-01-06,deposit,151.41,Bank Transfer,
192,100033.0,2026-01-07,deposit,69.46,Crypto,
193,100033.0,2026-01-08,deposit,429.52,Bank Transfer,
194,100033.0,2026-01-08,withdrawal,54.29,Crypto,
195,100033.0,2026-01-10,deposit,196.32,E-Wallet,
196,100033.0,2026-01-13,deposit,825.96,E-Wallet,
197,100033.0,2026-01-15,deposit,412.39,Crypto,
198,100033.0,2026-01-20,deposit,390.17,Bank Transfer,
199,100033.0,2026-01-20,deposit,226.58,Bank Transfer,
200,100033.0,2026-01-26,deposit,177.89,E-Wallet,
201,100033.0,2026-01-29,deposit,219.74,E-Wallet,
202,100033.0,2026-01-29,withdrawal,115.41,Card,
203,100033.0,2026-01-30,deposit,594.57,E-Wallet,
204,100033.0,2026-02-06,deposit,192.33,Crypto,
205,100033.0,2026-02-08,withdrawal,131.96,Crypto,
206,100033.0,2026-02-08,deposit,224.02,Bank Transfer,
207,100033.0,2026-02-09,deposit,349.69,Card,
208,100033.0,2026-02-12,deposit,195.35,Card,
209,100033.0,2026-02-13,deposit,579.66,Card,
210,100033.0,2026-02-13,withdrawal,156.11,Crypto,
211,100033.0,2026-02-23,deposit,666.51,Bank Transfer,
212,100033.0,2026-03-12,withdrawal,459.89,E-Wallet,
213,100033.0,2026-03-15,deposit,1354.04,Crypto,
214,100033.0,2026-03-18,deposit,357.14,E-Wallet,
215,100033.0,2026-03-24,deposit,249.78,E-Wallet,
216,100033.0,2026-03-27,deposit,589.2,E-Wallet,
217,100033.0,2026-03-30,deposit,486.9,Bank Transfer,
218,100033.0,2026-03-31,withdrawal,156.71,Crypto,
219,100034.0,2026-02-08,deposit,327.89,E-Wallet,
220,100034.0,2026-02-11,withdrawal,59.19,E-Wallet,
221,100034.0,2026-03-12,withdrawal,57.09,Bank Transfer,
222,100034.0,2026-03-29,withdrawal,22.6,Bank Transfer,
223,100035.0,2026-01-03,deposit,157.54,Card,
224,100035.0,2026-01-06,deposit,616.39,Crypto,
225,100035.0,2026-01-08,withdrawal,317.46,Card,
226,100035.0,2026-01-10,deposit,138.14,Bank Transfer,
227,100035.0,2026-01-12,withdrawal,455.22,Bank Transfer,
228,100035.0,2026-01-13,deposit,473.16,Card,
229,100035.0,2026-01-17,deposit,201.8,E-Wallet,
230,100035.0,2026-01-18,withdrawal,440.56,Card,
231,100035.0,2026-01-21,deposit,573.9,Crypto,
232,100035.0,2026-01-27,deposit,687.75,Bank Transfer,
233,100035.0,2026-01-27,deposit,953.49,E-Wallet,
234,100035.0,2026-02-02,deposit,32.87,Card,
235,100035.0,2026-02-02,withdrawal,182.68,Crypto,
236,100035.0,2026-02-05,deposit,224.98,Card,
237,100035.0,2026-02-10,deposit,357.4,Card,
238,100035.0,2026-02-11,deposit,376.25,Bank Transfer,
239,100035.0,2026-02-12,withdrawal,354.82,Crypto,
240,100035.0,2026-02-18,deposit,302.67,E-Wallet,
241,100035.0,2026-02-22,deposit,668.2,Card,
242,100035.0,2026-02-22,withdrawal,231.91,Crypto,
243,100035.0,2026-02-24,deposit,238.21,E-Wallet,
244,100035.0,2026-02-25,deposit,61.3,Crypto,
245,100035.0,2026-03-01,deposit,52.1,E-Wallet,
246,100035.0,2026-03-05,withdrawal,258.33,Crypto,
247,100035.0,2026-03-07,deposit,63.38,Crypto,
248,100035.0,2026-03-07,withdrawal,321.01,Crypto,
249,100035.0,2026-03-07,deposit,341.12,Bank Transfer,
250,100035.0,2026-03-07,deposit,47.84,E-Wallet,
251,100035.0,2026-03-09,deposit,884.72,Card,
252,100035.0,2026-03-09,deposit,77.44,Crypto,
253,100035.0,2026-03-11,deposit,256.68,Crypto,
254,100035.0,2026-03-15,withdrawal,256.73,E-Wallet,
255,100035.0,2026-03-17,withdrawal,209.84,Crypto,
256,100035.0,2026-03-23,deposit,252.04,Bank Transfer,
257,100035.0,2026-03-24,deposit,1098.59,Card,
258,100035.0,2026-03-25,deposit,930.82,Crypto,
259,100036.0,2026-01-04,deposit,197.81,Crypto,
260,100036.0,2026-01-22,deposit,56.29,Crypto,
261,100038.0,2026-01-06,deposit,55.76,Bank Transfer,
262,100039.0,2026-01-16,deposit,82.21,Card,
263,100039.0,2026-01-31,deposit,175.12,E-Wallet,
264,100039.0,2026-01-31,withdrawal,88.2,Card,
265,100039.0,2026-03-20,deposit,96.45,Crypto,
266,100040.0,2026-01-30,deposit,141.62,Card,
267,100040.0,2026-03-20,deposit,89.67,E-Wallet,
268,100041.0,2026-01-08,withdrawal,43.53,E-Wallet,
269,100041.0,2026-02-16,deposit,27.09,Card,
270,100041.0,2026-02-19,deposit,50.55,Bank Transfer,
271,100042.0,2026-01-19,withdrawal,54.32,Crypto,
272,100042.0,2026-02-15,deposit,190.56,E-Wallet,
273,100042.0,2026-03-21,deposit,42.34,E-Wallet,
274,100042.0,2026-03-21,deposit,78.22,E-Wallet,
275,100042.0,2026-03-21,withdrawal,137.93,E-Wallet,
276,100043.0,2026-02-27,deposit,41.54,Bank Transfer,
277,100043.0,2026-03-09,withdrawal,120.85,Bank Transfer,
278,100043.0,2026-03-28,deposit,59.7,Crypto,
279,100044.0,2026-01-05,deposit,62.36,Bank Transfer,
280,100044.0,2026-01-06,deposit,69.32,Card,
281,100044.0,2026-01-13,withdrawal,51.99,Card,
282,100044.0,2026-01-13,deposit,89.54,Card,
283,100044.0,2026-01-13,deposit,106.42,E-Wallet,
284,100044.0,2026-01-18,deposit,56.84,Card,
285,100044.0,2026-01-18,withdrawal,26.27,Card,
286,100044.0,2026-01-19,deposit,130.61,Card,
287,100044.0,2026-01-23,deposit,137.47,Crypto,
288,100044.0,2026-01-24,deposit,96.49,Crypto,
289,100044.0,2026-01-25,deposit,76.18,Bank Transfer,
290,100044.0,2026-01-30,deposit,116.01,Bank Transfer,
291,100044.0,2026-02-07,deposit,54.8,Crypto,
292,100044.0,2026-02-14,deposit,50.36,Bank Transfer,
293,100044.0,2026-02-16,deposit,146.3,Crypto,
294,100044.0,2026-02-16,deposit,130.68,Bank Transfer,
295,100045.0,2026-01-03,withdrawal,33.39,E-Wallet,
296,100046.0,2026-01-17,deposit,31.77,Card,
297,100046.0,2026-02-07,deposit,112.36,E-Wallet,
298,100046.0,2026-02-13,deposit,29.09,Crypto,
299,100049.0,2026-01-24,withdrawal,11.78,Card,
300,100049.0,2026-01-28,deposit,61.04,Bank Transfer,
301,100049.0,2026-03-05,deposit,114.15,Crypto,
302,100049.0,2026-03-15,deposit,72.37,Crypto,
303,100049.0,2026-03-22,deposit,97.26,Card,
304,100052.0,2026-01-03,deposit,989.86,Bank Transfer,
305,100052.0,2026-01-05,deposit,74.47,E-Wallet,
306,100052.0,2026-01-14,deposit,255.82,E-Wallet,
307,100052.0,2026-01-15,deposit,858.94,E-Wallet,
308,100052.0,2026-01-17,deposit,445.94,Card,
309,100052.0,2026-01-17,withdrawal,58.92,Card,
310,100052.0,2026-01-19,deposit,314.2,Bank Transfer,
311,100052.0,2026-01-20,deposit,602.16,Card,
312,100052.0,2026-01-20,withdrawal,80.97,Card,
313,100052.0,2026-01-23,withdrawal,84.75,Card,
314,100052.0,2026-01-25,deposit,768.79,Crypto,
315,100052.0,2026-01-25,deposit,508.73,Crypto,
316,100052.0,2026-01-25,deposit,256.88,Bank Transfer,
317,100052.0,2026-01-28,deposit,288.4,Card,
318,100052.0,2026-02-01,deposit,136.77,Bank Transfer,
319,100052.0,2026-02-09,deposit,189.59,E-Wallet,
320,100052.0,2026-02-09,deposit,238.02,Crypto,
321,100052.0,2026-02-09,withdrawal,343.6,Crypto,
322,100052.0,2026-02-09,deposit,99.73,Card,
323,100052.0,2026-02-10,withdrawal,471.81,Card,
324,100052.0,2026-02-12,withdrawal,418.43,Bank Transfer,
325,100052.0,2026-02-17,deposit,704.85,Crypto,
326,100052.0,2026-02-21,deposit,639.63,Card,
327,100052.0,2026-02-21,deposit,663.03,Bank Transfer,
328,100052.0,2026-02-23,withdrawal,54.64,E-Wallet,
329,100052.0,2026-02-26,withdrawal,81.56,Bank Transfer,
330,100052.0,2026-03-02,withdrawal,52.77,Crypto,
331,100052.0,2026-03-02,deposit,505.08,Crypto,
332,100052.0,2026-03-09,deposit,151.21,Bank Transfer,
333,100052.0,2026-03-10,deposit,512.52,Crypto,
334,100052.0,2026-03-11,deposit,292.11,Card,
335,100052.0,2026-03-11,withdrawal,205.73,E-Wallet,
336,100052.0,2026-03-11,deposit,42.04,Card,
337,100052.0,2026-03-11,deposit,366.75,Bank Transfer,
338,100052.0,2026-03-12,withdrawal,430.69,E-Wallet,
339,100052.0,2026-03-17,deposit,210.24,Crypto,
340,100052.0,2026-03-17,withdrawal,79.36,Card,
341,100052.0,2026-03-17,deposit,1520.57,Crypto,
342,100052.0,2026-03-19,deposit,283.38,Crypto,
343,100052.0,2026-03-19,deposit,921.22,Crypto,
344,100052.0,2026-03-23,deposit,607.93,Bank Transfer,
345,100052.0,2026-03-27,deposit,625.0,Card,
346,100052.0,2026-03-31,deposit,246.56,E-Wallet,
347,100053.0,2026-01-21,deposit,41.2,Bank Transfer,
348,100053.0,2026-01-22,deposit,77.27,Crypto,
349,100053.0,2026-02-16,withdrawal,120.25,Bank Transfer,
350,100053.0,2026-02-26,deposit,49.56,E-Wallet,
351,100055.0,2026-01-11,deposit,110.38,Card,
352,100055.0,2026-01-17,withdrawal,77.09,Card,
353,100055.0,2026-02-22,deposit,89.41,Bank Transfer,
354,100055.0,2026-03-02,deposit,156.15,Card,
355,100056.0,2026-02-20,withdrawal,22.0,Crypto,
356,100057.0,2026-01-22,deposit,108.8,Crypto,
357,100057.0,2026-02-02,deposit,39.28,Bank Transfer,
358,100057.0,2026-02-02,withdrawal,18.53,E-Wallet,
359,100058.0,2026-02-27,withdrawal,36.04,Crypto,
360,100059.0,2026-03-02,deposit,138.16,Bank Transfer,
361,100059.0,2026-03-24,deposit,54.68,Card,
362,100060.0,2026-01-14,deposit,55.88,Crypto,
363,100060.0,2026-03-02,deposit,164.44,E-Wallet,
364,100060.0,2026-03-02,withdrawal,94.05,Bank Transfer,
365,100060.0,2026-03-02,deposit,32.14,Bank Transfer,
366,100061.0,2026-01-04,withdrawal,20.16,Card,
367,100061.0,2026-01-07,deposit,374.14,Crypto,
368,100061.0,2026-01-09,deposit,269.13,Card,
369,100061.0,2026-01-12,deposit,169.04,Bank Transfer,
370,100061.0,2026-01-12,deposit,170.11,Crypto,
371,100061.0,2026-01-12,deposit,762.36,Crypto,
372,100061.0,2026-01-12,withdrawal,397.48,E-Wallet,
373,100061.0,2026-01-13,deposit,471.9,Crypto,
374,100061.0,2026-01-14,deposit,459.84,Card,
375,100061.0,2026-01-16,withdrawal,279.17,Card,
376,100061.0,2026-01-20,deposit,1074.55,Crypto,
377,100061.0,2026-01-29,deposit,416.69,Crypto,
378,100061.0,2026-01-31,deposit,191.21,Bank Transfer,
379,100061.0,2026-02-06,deposit,189.91,Crypto,
380,100061.0,2026-02-06,deposit,589.82,Card,
381,100061.0,2026-02-07,deposit,776.91,Crypto,
382,100061.0,2026-02-09,withdrawal,87.28,Card,
383,100061.0,2026-02-13,deposit,729.82,Crypto,
384,100061.0,2026-02-13,deposit,344.8,Crypto,
385,100061.0,2026-02-14,deposit,1103.4,E-Wallet,
386,100061.0,2026-02-16,deposit,121.62,Crypto,
387,100061.0,2026-02-20,deposit,224.1,Card,
388,100061.0,2026-02-21,deposit,273.96,Bank Transfer,
389,100061.0,2026-02-22,withdrawal,582.08,E-Wallet,
390,100061.0,2026-02-22,withdrawal,72.68,E-Wallet,
391,100061.0,2026-02-23,withdrawal,441.69,Crypto,
392,100061.0,2026-02-23,deposit,1482.16,Bank Transfer,
393,100061.0,2026-02-24,deposit,297.76,Bank Transfer,
394,100061.0,2026-02-28,deposit,332.45,Bank Transfer,
395,100061.0,2026-03-04,deposit,285.6,Crypto,
396,100061.0,2026-03-11,deposit,248.6,E-Wallet,
397,100061.0,2026-03-13,deposit,157.87,Crypto,
398,100061.0,2026-03-15,withdrawal,106.6,Bank Transfer,
399,100061.0,2026-03-18,deposit,359.55,E-Wallet,
400,100061.0,2026-03-21,deposit,354.13,Crypto,
401,100061.0,2026-03-31,deposit,405.85,Crypto,
402,100062.0,2026-01-07,deposit,38.07,Crypto,
403,100062.0,2026-01-11,deposit,48.26,E-Wallet,
404,100062.0,2026-01-11,deposit,124.52,Bank Transfer,
405,100062.0,2026-01-12,deposit,93.1,Bank Transfer,
406,100062.0,2026-01-24,deposit,213.03,Card,
407,100062.0,2026-02-09,withdrawal,61.49,Bank Transfer,
408,100062.0,2026-02-24,deposit,170.42,E-Wallet,
409,100062.0,2026-02-26,deposit,65.03,Crypto,
410,100062.0,2026-03-04,deposit,63.67,Bank Transfer,
411,100062.0,2026-03-04,withdrawal,29.72,Bank Transfer,
412,100062.0,2026-03-06,deposit,118.96,Bank Transfer,
413,100062.0,2026-03-12,deposit,94.4,Card,
414,100063.0,2026-01-18,deposit,62.81,Crypto,
415,100063.0,2026-02-17,deposit,146.69,Card,
416,100064.0,2026-02-13,deposit,58.94,Bank Transfer,
417,100064.0,2026-03-15,deposit,169.29,Card,
418,100064.0,2026-03-24,deposit,83.06,Crypto,
419,100064.0,2026-03-25,deposit,54.87,Bank Transfer,
420,100065.0,2026-01-23,deposit,115.65,Crypto,
421,100065.0,2026-01-23,deposit,61.0,Crypto,
422,100065.0,2026-01-23,deposit,70.43,Crypto,
423,100065.0,2026-01-29,deposit,48.21,Card,
424,100065.0,2026-02-13,deposit,10.57,E-Wallet,
425,100065.0,2026-03-26,withdrawal,24.65,E-Wallet,
426,100066.0,2026-01-24,deposit,62.89,Crypto,
427,100066.0,2026-02-25,deposit,191.7,Card,
428,100066.0,2026-02-25,deposit,20.67,Bank Transfer,
429,100066.0,2026-03-24,deposit,62.75,Bank Transfer,
430,100067.0,2026-01-10,withdrawal,32.91,Card,
431,100068.0,2026-01-12,deposit,72.02,Bank Transfer,
432,100068.0,2026-02-09,deposit,77.62,Crypto,
433,100068.0,2026-02-09,deposit,58.4,Crypto,
434,100068.0,2026-02-09,deposit,133.18,Crypto,
435,100068.0,2026-03-23,deposit,186.05,Card,
436,100069.0,2026-01-01,deposit,93.26,E-Wallet,
437,100069.0,2026-03-24,deposit,68.22,Bank Transfer,
438,100069.0,2026-03-24,withdrawal,49.99,E-Wallet,
439,100070.0,2026-02-13,deposit,147.3,Crypto,
440,100070.0,2026-03-18,withdrawal,106.81,Card,
441,100072.0,2026-01-01,deposit,365.6,Card,
442,100072.0,2026-01-01,withdrawal,385.18,E-Wallet,
443,100072.0,2026-01-03,deposit,1015.23,Bank Transfer,
444,100072.0,2026-01-08,deposit,88.76,E-Wallet,
445,100072.0,2026-01-14,deposit,782.27,Crypto,
446,100072.0,2026-01-16,withdrawal,226.7,E-Wallet,
447,100072.0,2026-01-17,withdrawal,204.05,Crypto,
448,100072.0,2026-01-18,withdrawal,359.57,Card,
449,100072.0,2026-01-18,deposit,32.24,Card,
450,100072.0,2026-01-18,deposit,378.88,Bank Transfer,
451,100072.0,2026-01-19,withdrawal,124.22,E-Wallet,
452,100072.0,2026-01-20,deposit,175.37,Bank Transfer,
453,100072.0,2026-01-20,deposit,749.43,E-Wallet,
454,100072.0,2026-01-25,withdrawal,254.8,E-Wallet,
455,100072.0,2026-01-26,deposit,925.33,E-Wallet,
456,100072.0,2026-01-30,deposit,231.98,Bank Transfer,
457,100072.0,2026-02-02,deposit,169.61,Crypto,
458,100072.0,2026-02-06,withdrawal,210.87,Bank Transfer,
459,100072.0,2026-02-07,deposit,191.64,Crypto,
460,100072.0,2026-02-08,deposit,335.29,Bank Transfer,
461,100072.0,2026-02-08,withdrawal,373.34,Bank Transfer,
462,100072.0,2026-02-16,deposit,181.87,Crypto,
463,100072.0,2026-02-16,withdrawal,649.11,Bank Transfer,
464,100072.0,2026-02-19,deposit,160.79,E-Wallet,
465,100072.0,2026-02-23,deposit,526.31,Bank Transfer,
466,100072.0,2026-02-24,deposit,421.87,Crypto,
467,100072.0,2026-02-25,deposit,60.33,E-Wallet,
468,100072.0,2026-02-26,deposit,83.3,E-Wallet,
469,100072.0,2026-02-27,deposit,1420.57,E-Wallet,
470,100072.0,2026-03-03,deposit,36.2,Card,
471,100072.0,2026-03-05,deposit,646.98,E-Wallet,
472,100072.0,2026-03-05,deposit,144.8,Crypto,
473,100072.0,2026-03-06,deposit,1066.67,Card,
474,100072.0,2026-03-07,withdrawal,393.23,Crypto,
475,100072.0,2026-03-10,deposit,985.44,Bank Transfer,
